method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_063,local_var_topk,2,0.5333935018050542,0.027978339350180514,0.5667870036101084,0.5,0.005831506553,0.86901752383,3.9610662e-05,0.002627914023
ours,coord_01_train_lr_011,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0004543148420770126,0.01
ours,coord_01_train_lr_013,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.000733972081830359,0.01
ours,local_var_topk_059,local_var_topk,2,0.5216606498194946,0.02166064981949456,0.5433212996389891,0.5,0.023326026211,0.56901752383,3.9610662e-05,0.012627914023
ours,coord_01_train_lr_003,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,6.669088208913906e-05,0.01
ours,coord_01_train_lr_005,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,0.0001077430033812781,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,0.00028121229790749184,0.01
ours,coord_01_train_lr_015,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,0.0011857746369093333,0.01
ours,coord_01_train_lr_017,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,0.00191568797280554,0.01
ours,coord_01_train_lr_018,coord:train.lr,2,0.5135379061371841,0.013537906137184141,0.5270758122743683,0.5,0.001,1.0,0.003094905469320135,0.01
ours,coord_01_train_lr_007,coord:train.lr,2,0.5,0.0,0.5270758122743683,0.4729241877256318,0.001,1.0,0.0001740650957667962,0.01
