method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.7597363051926802,0.015348719378430131,0.7597363051926802,0.7597363051926802,0.001,1.1089774084038875,4.2333466349297045e-05,0.041458676361109024
ours,local_var_topk_004,local_var_topk,2,0.7589966610230785,0.006600923053193708,0.7589966610230785,0.7589966610230785,0.00037390852,1.0,2.1166733e-05,0.041458676361109024
ours,coord_01_train_lr_005,coord:train.lr,2,0.756356082498344,0.011448336800671421,0.756356082498344,0.756356082498344,0.001,1.0,2.6527690644866382e-05,0.0
ours,local_var_topk_023,local_var_topk,2,0.7537364745576229,0.00016784872893954583,0.7537364745576229,0.7537364745576229,0.000747817041,1.0,8.4666933e-05,0.041458676361109024
ours,local_var_topk_002,local_var_topk,2,0.7522409307167734,0.002017641292618333,0.7522409307167734,0.7522409307167734,0.000747817041,0.7,2.1166733e-05,0.041458676361109024
ours,local_var_topk_024,local_var_topk,2,0.75135943174164,0.010456455707392842,0.75135943174164,0.75135943174164,0.00018695426,1.3,8.4666933e-05,0.041458676361109024
ours,local_var_topk_005,local_var_topk,2,0.7496346626049896,0.01116419788685119,0.7496346626049896,0.7496346626049896,0.000747817041,1.0,2.1166733e-05,0.041458676361109024
ours,local_var_topk_018,local_var_topk,2,0.7442998576349209,0.011171057245377425,0.7442998576349209,0.7442998576349209,0.00018695426,0.7,8.4666933e-05,0.041458676361109024
ours,local_var_topk_017,local_var_topk,2,0.7440506961211201,0.008689461681721578,0.745565123465439,0.7425362687768011,0.000747817041,1.3,4.2333466e-05,0.041458676361109024
ours,local_var_topk_022,local_var_topk,2,0.743632293395239,0.013966854463903,0.743632293395239,0.743632293395239,0.00037390852,1.0,8.4666933e-05,0.041458676361109024
ours,local_var_topk_026,local_var_topk,2,0.7432835618846061,0.011080568616342379,0.7432835618846061,0.7432835618846061,0.000747817041,1.3,8.4666933e-05,0.041458676361109024
ours,local_var_topk_025,local_var_topk,2,0.7429457926739076,0.02886237569850053,0.750975247384533,0.734916337963282,0.00037390852,1.3,8.4666933e-05,0.041458676361109024
ours,coord_01_train_lr_008,coord:train.lr,2,0.7392628579985603,0.028192448897574385,0.7407616909666997,0.7377640250304209,0.001,1.0,1.595254205679734e-05,0.0
ours,coord_01_train_lr_007,coord:train.lr,2,0.7304533808625653,0.004969732480552713,0.7304533808625653,0.7304533808625653,0.001,1.0,8.287954980982074e-06,0.0
ours,coord_01_train_lr_001,coord:train.lr,2,0.7117420876015346,0.0014708794844333073,0.7117420876015346,0.7117420876015346,0.001,1.0,6.093904653635503e-06,0.0
ours,coord_01_anchor,coord:train.lr,2,0.5892992992123092,0.0,0.5892992992123092,0.5892992992123092,0.001,1.0,0.001,0.0
ours,coord_01_train_lr_002,coord:train.lr,2,0.5892992992123092,0.0,0.5892992992123092,0.5892992992123092,0.001,1.0,0.0030628992009764716,0.0
ours,coord_01_train_lr_004,coord:train.lr,2,0.5892992992123092,0.0,0.5892992992123092,0.5892992992123092,0.001,1.0,0.00021585440778054102,0.0
ours,coord_01_train_lr_009,coord:train.lr,2,0.5892992992123092,0.0,0.5892992992123092,0.5892992992123092,0.001,1.0,0.00033486107247024106,0.0
