method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.eps,method.ours.lambda_align
baseline,local_t2_030,local,2,0.7045778642666332,0.003395089409785723,0.7045778642666332,0.7045778642666332,1.0559511138,2.3651924e-05,0.015409605796,,,,
baseline,coarse_default,coarse,2,0.7042022043878406,0.004051112445398131,0.7042022043878406,0.7042022043878406,1.0,2e-05,0.01,,,,
baseline,local_t1_019,local,2,0.7041112144629293,0.013078929671514083,0.7041112144629293,0.7041112144629293,1.144204568578,5.1231564e-05,0.004184126715,,,,
baseline,local_t3_072,local,2,0.7034138795440158,0.011673543742115822,0.7034138795440158,0.7034138795440158,1.607842524324,7.1826446e-05,0.029919260865,,,,
baseline,local_t2_040,local,2,0.7033147440321479,0.01165259794708473,0.7033147440321479,0.7033147440321479,1.3559511138,4.7303847e-05,0.015409605796,,,,
baseline,local_t3_068,local,2,0.7029269032417722,0.0017623170380421938,0.7029269032417722,0.7029269032417722,2.0,3.5913223e-05,0.039919260865,,,,
baseline,local_t2_031,local,2,0.7020863241960462,0.008481473295833541,0.7020863241960462,0.7020863241960462,1.3559511138,2.3651924e-05,0.015409605796,,,,
baseline,local_t3_069,local,2,0.7017450352725265,0.009045926699773221,0.7017450352725265,0.7017450352725265,1.607842524324,3.5913223e-05,0.049919260865,,,,
baseline,local_t1_017,local,2,0.7011818897435972,0.0015747917981752124,0.7011818897435972,0.7011818897435972,1.444204568578,2.5615782e-05,0.024184126715,,,,
baseline,local_t3_054,local,2,0.7010918089685578,0.002242548946988998,0.7010918089685578,0.7010918089685578,1.607842524324,1.7956611e-05,0.029919260865,,,,
baseline,coarse_091,coarse,2,0.7007041010865616,0.017659505269087716,0.7007041010865616,0.7007041010865616,1.5251530607490926,3.710248000928236e-05,0.03065040365845942,,,,
baseline,coarse_056,coarse,2,0.7004136651712833,0.005107462589458378,0.7004136651712833,0.7004136651712833,1.138205177772758,4.581038643330557e-05,0.03182041584787165,,,,
baseline,local_t1_010,local,2,0.700326388904442,0.0009750264759147975,0.7027296106499361,0.6979231671589481,1.144204568578,2.5615782e-05,0.004184126715,,,,
baseline,local_t3_079,local,2,0.7001881267209796,0.003284815044586109,0.7001881267209796,0.7001881267209796,1.907842524324,7.1826446e-05,0.049919260865,,,,
baseline,local_t2_028,local,2,0.6999326810574656,0.012419357699386957,0.6999326810574656,0.6999326810574656,1.3559511138,2.3651924e-05,0.005409605796,,,,
baseline,coarse_093,coarse,2,0.6997612843908351,0.0027288366707136635,0.6997612843908351,0.6997612843908351,0.7250951531804,1.5442862746259778e-05,0.0015749087644664319,,,,
baseline,local_t3_073,local,2,0.6990490354550465,0.016154693974440804,0.6990490354550465,0.6990490354550465,1.907842524324,7.1826446e-05,0.029919260865,,,,
baseline,local_t3_077,local,2,0.6987510096229512,0.006052746573718126,0.6987510096229512,0.6987510096229512,2.0,7.1826446e-05,0.039919260865,,,,
baseline,local_t1_009,local,2,0.6985434237013035,0.010218700342460252,0.6985434237013035,0.6985434237013035,0.844204568578,2.5615782e-05,0.004184126715,,,,
baseline,coarse_077,coarse,2,0.6984564054746669,0.012003560903924515,0.6984564054746669,0.6984564054746669,0.6007699264517421,5.147687620396458e-05,0.014564341957309507,,,,
baseline,local_t3_066,local,2,0.6983235875860452,0.009746324167089204,0.6983235875860452,0.6983235875860452,1.607842524324,3.5913223e-05,0.039919260865,,,,
baseline,local_t3_059,local,2,0.6974592900502661,0.0059442028452890705,0.6974592900502661,0.6974592900502661,2.0,1.7956611e-05,0.039919260865,,,,
baseline,local_t3_056,local,2,0.6972300697550682,0.003336066777965885,0.6972300697550682,0.6972300697550682,2.0,1.7956611e-05,0.029919260865,,,,
baseline,local_t1_014,local,2,0.6970800812349589,0.002274790540353011,0.6970800812349589,0.6970800812349589,1.444204568578,2.5615782e-05,0.014184126715,,,,
baseline,local_t2_032,local,2,0.6969037344381538,0.004429028938803148,0.6969037344381538,0.6969037344381538,1.6559511138,2.3651924e-05,0.015409605796,,,,
baseline,local_t3_061,local,2,0.6966103688828522,0.0032419054328941543,0.6966103688828522,0.6966103688828522,1.907842524324,1.7956611e-05,0.049919260865,,,,
baseline,local_t3_067,local,2,0.6965646625395165,0.006136372808841384,0.6965646625395165,0.6965646625395165,1.907842524324,3.5913223e-05,0.039919260865,,,,
baseline,coarse_035,coarse,2,0.6963638846375175,0.007408720278264613,0.6963638846375175,0.6963638846375175,0.944406062561788,2.7149530224175317e-05,0.018567868980460568,,,,
baseline,local_t3_063,local,2,0.69604513923742,0.010393715227633216,0.69604513923742,0.69604513923742,1.607842524324,3.5913223e-05,0.029919260865,,,,
baseline,local_t3_060,local,2,0.6947385296844814,0.006817132356136568,0.6947385296844814,0.6947385296844814,1.607842524324,1.7956611e-05,0.049919260865,,,,
baseline,local_t2_035,local,2,0.694310222534325,0.003977465650083778,0.694310222534325,0.694310222534325,1.6559511138,2.3651924e-05,0.025409605796,,,,
baseline,coarse_092,coarse,2,0.6938579070407348,0.010542661689491029,0.6938579070407348,0.6938579070407348,1.0981233057424684,5.2579638885550156e-05,0.013675353411627907,,,,
baseline,coarse_061,coarse,2,0.6935905165900988,0.001417213361248837,0.6935905165900988,0.6935905165900988,1.7207486730407595,1.0452959415893783e-05,0.027885024351891538,,,,
baseline,local_t2_034,local,2,0.6930966233964491,0.0003805166903176338,0.6930966233964491,0.6930966233964491,1.3559511138,2.3651924e-05,0.025409605796,,,,
baseline,coarse_049,coarse,2,0.6923847972224206,0.0067002705426414955,0.6923847972224206,0.6923847972224206,1.25674623979554,6.174360885362005e-05,0.049976247853050354,,,,
baseline,coarse_032,coarse,2,0.692378961978996,0.009671486852035727,0.692378961978996,0.692378961978996,1.0991965510639725,2.3635753729136203e-05,0.0408691537428544,,,,
baseline,local_t3_076,local,2,0.6923152394806524,0.0019358911398251744,0.6923152394806524,0.6923152394806524,1.907842524324,7.1826446e-05,0.039919260865,,,,
baseline,local_t1_012,local,2,0.691539980661661,0.005569545435017975,0.691539980661661,0.691539980661661,0.844204568578,2.5615782e-05,0.014184126715,,,,
baseline,local_t3_055,local,2,0.6912915692448245,0.002624977255700045,0.6912915692448245,0.6912915692448245,1.907842524324,1.7956611e-05,0.029919260865,,,,
baseline,local_t2_042,local,2,0.6911945871314872,0.005128698237870211,0.6911945871314872,0.6911945871314872,1.0559511138,4.7303847e-05,0.025409605796,,,,
baseline,local_t3_064,local,2,0.6908870201744512,0.0012065889278202735,0.6908870201744512,0.6908870201744512,1.907842524324,3.5913223e-05,0.029919260865,,,,
baseline,local_t2_039,local,2,0.6905538075558606,0.02627778370492595,0.6905538075558606,0.6905538075558606,1.0559511138,4.7303847e-05,0.015409605796,,,,
baseline,local_t1_002,local,2,0.6904660767140831,0.01923840167391716,0.6904660767140831,0.6904660767140831,1.444204568578,1.2807891e-05,0.004184126715,,,,
baseline,local_t3_057,local,2,0.690460797140798,0.009539381578554718,0.690460797140798,0.690460797140798,1.607842524324,1.7956611e-05,0.039919260865,,,,
baseline,coarse_070,coarse,2,0.6904048610940028,0.005678527478315376,0.6904048610940028,0.6904048610940028,1.2838205606870428,2.073372154502096e-05,0.0069328653851573226,,,,
baseline,local_t2_036,local,2,0.6893095489999035,0.004908085881119073,0.6893095489999035,0.6893095489999035,1.0559511138,4.7303847e-05,0.005409605796,,,,
baseline,coarse_050,coarse,2,0.6886241447289226,0.0069173339628778585,0.6886241447289226,0.6886241447289226,0.7843415018931796,3.0940968924399744e-05,0.02557491071272644,,,,
baseline,local_t3_074,local,2,0.6877997875750822,0.01766068023571865,0.6877997875750822,0.6877997875750822,2.0,7.1826446e-05,0.029919260865,,,,
baseline,local_t2_044,local,2,0.6876021188808106,0.009308163415908677,0.6882709647472005,0.6869332730144206,1.6559511138,4.7303847e-05,0.025409605796,,,,
baseline,coarse_055,coarse,2,0.687320268281276,0.0006374271738432413,0.687320268281276,0.687320268281276,1.7609499190993685,1.7302159731245915e-05,0.039038373486817386,,,,
baseline,coarse_021,coarse,2,0.686305269610247,0.007930288107134198,0.686305269610247,0.686305269610247,1.6495355094550301,1.321926318123557e-05,0.037836655414450186,,,,
baseline,local_t2_033,local,2,0.6858482938398629,0.0071944535896720785,0.6858482938398629,0.6858482938398629,1.0559511138,2.3651924e-05,0.025409605796,,,,
baseline,local_t1_003,local,2,0.6856556615248204,0.00549794316647656,0.6856556615248204,0.6856556615248204,0.844204568578,1.2807891e-05,0.014184126715,,,,
baseline,local_t2_029,local,2,0.6848063175956465,0.0069202636029011,0.6848063175956465,0.6848063175956465,1.6559511138,2.3651924e-05,0.005409605796,,,,
baseline,local_t2_052,local,2,0.6847823092522127,0.012131561570751237,0.6847823092522127,0.6847823092522127,1.3559511138,9.4607695e-05,0.025409605796,,,,
baseline,local_t1_026,local,2,0.6845748802755662,0.007496185303283165,0.6845748802755662,0.6845748802755662,1.444204568578,5.1231564e-05,0.024184126715,,,,
baseline,local_t1_001,local,2,0.6843866820102886,0.012503140879511376,0.6843866820102886,0.6843866820102886,1.144204568578,1.2807891e-05,0.004184126715,,,,
baseline,local_t1_006,local,2,0.6836270894130434,0.002574453690569356,0.6836270894130434,0.6836270894130434,0.844204568578,1.2807891e-05,0.024184126715,,,,
baseline,local_t1_005,local,2,0.6836086504962755,0.0077919007918466066,0.6836086504962755,0.6836086504962755,1.444204568578,1.2807891e-05,0.014184126715,,,,
baseline,coarse_074,coarse,2,0.6835447950895523,0.001686570573116608,0.6835447950895523,0.6835447950895523,1.030114211037085,1.2386200278889128e-05,0.013494588168738282,,,,
baseline,coarse_042,coarse,2,0.6832787266531162,0.010249625577300303,0.6832787266531162,0.6832787266531162,1.3439279049939248,4.2190561873805296e-05,0.02540644405202889,,,,
baseline,local_t1_023,local,2,0.6829987367708937,0.022954119823815233,0.6843937162569661,0.6816037572848214,1.444204568578,5.1231564e-05,0.014184126715,,,,
baseline,local_t2_038,local,2,0.6825124264244662,0.014571626508767421,0.6845138611902171,0.6805109916587153,1.6559511138,4.7303847e-05,0.005409605796,,,,
baseline,local_t1_004,local,2,0.6824064560284899,0.0044620920190655,0.6824064560284899,0.6824064560284899,1.144204568578,1.2807891e-05,0.014184126715,,,,
baseline,coarse_065,coarse,2,0.6811711588907121,0.0019182581568473744,0.6811711588907121,0.6811711588907121,1.7145490043870675,1.0049751516381059e-05,0.028596494841512967,,,,
baseline,local_t1_000,local,2,0.680772336192006,0.012004696280825455,0.680772336192006,0.680772336192006,0.844204568578,1.2807891e-05,0.004184126715,,,,
baseline,coarse_088,coarse,2,0.6804498156283649,0.00014530420669378596,0.6804498156283649,0.6804498156283649,1.668473410228203,1.2012020608800127e-05,0.03845252104879002,,,,
baseline,local_t1_008,local,2,0.6803248775099409,0.01400293841763206,0.6803248775099409,0.6803248775099409,1.444204568578,1.2807891e-05,0.024184126715,,,,
baseline,coarse_019,coarse,2,0.6787486208917539,0.01563080024893121,0.6787486208917539,0.6787486208917539,0.9134971611924845,1.0971837003555041e-05,0.04174420264162351,,,,
baseline,coarse_017,coarse,2,0.678017274152976,0.0005504329838283972,0.678017274152976,0.678017274152976,0.8097588872632304,8.194967528844872e-06,0.009124563849356315,,,,
baseline,coarse_034,coarse,2,0.6775569459808088,0.009877873770430645,0.6775569459808088,0.6775569459808088,1.157707029232975,9.496392144222906e-05,0.03916975941162214,,,,
baseline,coarse_060,coarse,2,0.6767656222149332,0.017572487042451013,0.6767656222149332,0.6767656222149332,1.8137558205025113,1.2251722153884872e-05,0.04778642978578271,,,,
baseline,local_t2_046,local,2,0.6767001054534671,0.001665162426595257,0.6767001054534671,0.6767001054534671,1.3559511138,9.4607695e-05,0.005409605796,,,,
baseline,coarse_029,coarse,2,0.6757376706325848,0.015125011755321938,0.6834364083061244,0.6680389329590453,1.0038087598038539,8.846808193662898e-05,0.031408442876503066,,,,
baseline,local_t1_007,local,2,0.6744962286031366,0.010669777243067557,0.6744962286031366,0.6744962286031366,1.144204568578,1.2807891e-05,0.024184126715,,,,
baseline,coarse_016,coarse,2,0.6737660448126788,0.03056839775702236,0.6783226636748596,0.6692094259504979,0.8890289121552182,6.168716453116709e-05,0.008463106457837433,,,,
baseline,coarse_026,coarse,2,0.6734758867324702,0.01675439779122795,0.6734758867324702,0.6734758867324702,1.855961325748447,7.976644770170517e-05,0.02191168353438096,,,,
baseline,coarse_058,coarse,2,0.6724824531529635,0.00025176381861991004,0.6724824531529635,0.6724824531529635,0.8719435833819924,9.567572801973745e-06,0.016080078054856544,,,,
baseline,coarse_089,coarse,2,0.6712182668236049,0.009989057285502312,0.6712182668236049,0.6712182668236049,0.6753049201689236,0.00010706657924398746,0.009371986972797341,,,,
baseline,local_t2_049,local,2,0.6684695504527334,0.010022582717254924,0.6684695504527334,0.6684695504527334,1.3559511138,9.4607695e-05,0.015409605796,,,,
baseline,coarse_062,coarse,2,0.6683639363643274,0.020014083254668524,0.6683639363643274,0.6683639363643274,1.0091435689024826,7.146477674932759e-06,0.03887715402417386,,,,
baseline,local_t2_047,local,2,0.6656621946220723,0.008976924628144367,0.6656621946220723,0.6656621946220723,1.6559511138,9.4607695e-05,0.005409605796,,,,
baseline,local_t3_078,local,2,0.6654392761635461,0.002457415137207819,0.667291521273383,0.6635870310537091,1.607842524324,7.1826446e-05,0.049919260865,,,,
baseline,local_t3_075,local,2,0.6650494961833577,0.008871076536155598,0.6736967649059802,0.6564022274607353,1.607842524324,7.1826446e-05,0.039919260865,,,,
baseline,local_t2_050,local,2,0.6643118058972997,0.02273956752359879,0.6682009454457365,0.6604226663488628,1.6559511138,9.4607695e-05,0.015409605796,,,,
baseline,local_t1_020,local,2,0.6628851221070569,0.01720789532104361,0.6683958881043109,0.6573743561098028,1.444204568578,5.1231564e-05,0.004184126715,,,,
baseline,coarse_082,coarse,2,0.6622691893287896,0.0043421676571677725,0.6622691893287896,0.6622691893287896,0.5087846221921188,7.164438105606034e-06,0.02909786407821632,,,,
baseline,coarse_001,coarse,2,0.6609354452576628,0.00731100999667833,0.6609354452576628,0.6609354452576628,0.8533607505639282,6.110024420884288e-06,0.01628032324695163,,,,
baseline,coarse_048,coarse,2,0.6603890080087309,0.006834553251274966,0.6603890080087309,0.6603890080087309,1.1283181320666282,1.2815433369441393e-05,0.02981432286465806,,,,
baseline,coarse_086,coarse,2,0.6597357576681405,0.007701067811936468,0.6597357576681405,0.6597357576681405,1.5413634935183667,6.752656432333652e-06,0.01066616203153905,,,,
baseline,local_t2_045,local,2,0.6565934345454962,0.012778200426424413,0.6565934345454962,0.6565934345454962,1.0559511138,9.4607695e-05,0.005409605796,,,,
baseline,coarse_063,coarse,2,0.654323790670049,0.011815588865675741,0.654323790670049,0.654323790670049,1.993628974217088,6.353258553222019e-06,0.010919561592701445,,,,
baseline,coarse_010,coarse,2,0.653917009021685,0.011138550753004517,0.653917009021685,0.653917009021685,1.0994463588268961,0.00010992623916907593,0.044842418610040166,,,,
baseline,coarse_006,coarse,2,0.6500484080596274,0.013411812846994164,0.6500484080596274,0.6500484080596274,1.4539100743062634,4.807335376445626e-06,0.0081057845587435,,,,
baseline,coarse_038,coarse,2,0.6497182579894394,0.0038126804683705773,0.6497182579894394,0.6497182579894394,1.0095757123229911,0.00011237902819415101,0.02360988467473772,,,,
baseline,coarse_002,coarse,2,0.6484453972674444,0.03243776895990064,0.6520287909864275,0.6448620035484615,1.0238418365306654,9.047754223534923e-05,0.019260338628309656,,,,
baseline,coarse_028,coarse,2,0.6484155960981538,0.0026163452806315934,0.6484155960981538,0.6484155960981538,0.7786681407409107,4.583036864652797e-06,0.0061987050786701916,,,,
baseline,coarse_079,coarse,2,0.6479786810095508,0.02135013766932725,0.6479786810095508,0.6479786810095508,1.6099037433433157,8.801002431114161e-05,0.03873494750483626,,,,
baseline,coarse_057,coarse,2,0.6440844930635738,0.027843289590527454,0.6547114985520452,0.6334574875751026,1.1457914855548677,0.00011470367155398013,0.006092207714855797,,,,
baseline,coarse_054,coarse,2,0.6419870567372638,0.0061211293488554475,0.6419870567372638,0.6419870567372638,1.1717015375252238,7.423547539702884e-06,0.022216140515744272,,,,
baseline,coarse_043,coarse,2,0.6413529034927032,0.015106538197540265,0.6431532188950334,0.6395525880903731,0.6787924445410258,0.00011794569661265448,0.01665289908988458,,,,
baseline,local_t2_048,local,2,0.6402925936686792,0.044032449959768905,0.6655690908883604,0.6150160964489981,1.0559511138,9.4607695e-05,0.015409605796,,,,
baseline,coarse_071,coarse,2,0.6395605074503008,0.023552879142757,0.6395605074503008,0.6395605074503008,0.5772319563761178,0.00010809181210298636,0.036528434420371986,,,,
baseline,coarse_059,coarse,2,0.6382994939550215,0.0005308417231323914,0.6407486334247312,0.6358503544853117,1.2236580183498307,4.144361053574671e-06,0.014583327606779085,,,,
baseline,coarse_015,coarse,2,0.6349167650245231,0.0022541105620807467,0.6349167650245231,0.6349167650245231,0.576468676288897,0.00015302552784250223,0.021474294987115002,,,,
baseline,local_t2_051,local,2,0.6343189190972103,0.018311290789666423,0.6343189190972103,0.6343189190972103,1.0559511138,9.4607695e-05,0.025409605796,,,,
baseline,coarse_025,coarse,2,0.6334025617733827,0.01371308998566928,0.6361845695724239,0.6306205539743417,0.8968831977776304,0.0001409858023564095,0.0034396857323407415,,,,
baseline,coarse_075,coarse,2,0.6327988643425776,0.014254122529490543,0.6327988643425776,0.6327988643425776,1.5063408600291104,2.3187210901637475e-06,0.02492850280994964,,,,
baseline,local_t2_053,local,2,0.6322351581947925,0.0417909112578555,0.6482307742712815,0.6162395421183035,1.6559511138,9.4607695e-05,0.025409605796,,,,
baseline,coarse_044,coarse,2,0.6291786048083695,0.0033115416471630743,0.6299804332849366,0.6283767763318024,1.4627159363540598,2.5868891355768966e-06,0.017899350413060285,,,,
baseline,coarse_039,coarse,2,0.629129138147639,0.009125025566482092,0.629129138147639,0.629129138147639,0.8366617089178723,0.00016783861005651446,0.0216834055202559,,,,
baseline,coarse_073,coarse,2,0.6291156811742213,0.0049532047411394164,0.6324929191505546,0.6257384431978883,0.8960162044298339,0.00011674760269335797,0.03159441355627736,,,,
baseline,coarse_014,coarse,2,0.6276165842329309,0.011608955925386966,0.6306654543838873,0.6245677140819743,1.8059857226951448,0.00014630871590359066,0.016637243093758226,,,,
baseline,coarse_085,coarse,2,0.625419894332522,0.005630471201717779,0.625419894332522,0.625419894332522,1.4281573722295322,3.7352448540485567e-06,0.021260591130462653,,,,
baseline,coarse_005,coarse,2,0.6236637539993262,0.0050191244695004245,0.6238068531994485,0.6235206547992038,1.7304425644952983,2.853290737656749e-06,0.04654500667037646,,,,
baseline,coarse_000,coarse,2,0.616660298941373,0.00801466654712829,0.6173842819903627,0.6159363158923832,1.9402618210733533,3.0561322966883563e-06,0.025684015685516044,,,,
baseline,coarse_003,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0666242038149125,0.0005843483351802731,0.03687901562444499,,,,
baseline,coarse_004,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6797763073801129,0.00417913039069514,0.030035404444395748,,,,
baseline,coarse_008,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8591684975800048,0.0004102661289547511,0.030376442871247297,,,,
baseline,coarse_009,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.958316409237987,0.0023176453472078242,0.030606918240340005,,,,
baseline,coarse_011,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.8968059445987184,0.003189310397702715,0.04278132224472931,,,,
baseline,coarse_012,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6066809402187763,0.0007966293619303333,0.04256365979801894,,,,
baseline,coarse_013,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.7575303756759398,0.00028556502923783654,0.0010622144755378816,,,,
baseline,coarse_018,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2964687704813853,0.000764638116371557,0.04242326766094853,,,,
baseline,coarse_020,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5991339589599287,0.003880920474331612,0.049336118670291196,,,,
baseline,coarse_024,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.8000467630896964,0.0027054377941515472,0.01176340870902573,,,,
baseline,coarse_030,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3107857243106664,0.002716854416336374,0.008453809183764793,,,,
baseline,coarse_031,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.709015527146608,0.00041265337380283766,0.03164818570637452,,,,
baseline,coarse_033,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.9402210879997797,0.001551223528536159,0.02879783236094338,,,,
baseline,coarse_045,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2114314615998234,0.00410978016956378,0.019400976320649722,,,,
baseline,coarse_047,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5625923550937606,0.003234833703299948,0.044422115317431524,,,,
baseline,coarse_051,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5222683581129912,0.0009385513562966174,0.033756073258623585,,,,
baseline,coarse_052,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2920826358423088,0.0011874930097877522,0.01414602858140701,,,,
baseline,coarse_053,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.7166782793738893,0.0007965105227386766,0.00014128124364710116,,,,
baseline,coarse_067,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.988473763509701,0.00031647133929165556,0.04853979877164985,,,,
baseline,coarse_068,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5841063362138097,0.0004489300493840163,0.017891935081921866,,,,
baseline,coarse_076,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.4650838028757456,0.0016377418092694037,0.006378043877456514,,,,
baseline,coarse_078,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.4514020702832593,0.0005172853832136564,0.0377319130002127,,,,
baseline,coarse_080,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.9037441296350693,0.0012527331213455634,0.010841396608203087,,,,
baseline,coarse_081,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.1075856121103016,0.0018791744035068442,0.0036382507539425516,,,,
baseline,coarse_083,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3949694036039317,0.0003817010588208357,0.03302361777045134,,,,
baseline,coarse_084,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0015117976828352,0.0003836382728673341,0.02839601949947685,,,,
baseline,coarse_087,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8819676845965677,0.0039571434968667185,0.03734520342119506,,,,
baseline,coarse_090,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5705820490111844,0.002855629281618978,0.03852275940742664,,,,
baseline,coarse_072,coarse,2,0.615847832845735,0.00015979546180888704,0.6160076283075439,0.6156880373839261,0.6090905545390053,0.00020676181140955152,0.04942350860887392,,,,
