ts_epoch,group_count,terminal_group_count,running_group_count,total_runs,completed_runs,failed_runs,percent,bar
1773923422.0581086,4,0,1,12,0,0,4.036458333333333,[#-----------------------]   4.04%
1773923437.074539,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923452.091108,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923467.1075757,4,0,1,12,0,0,4.6875,[#-----------------------]   4.69%
1773923482.123886,4,0,1,12,0,0,4.6875,[#-----------------------]   4.69%
1773923497.1374514,4,0,1,12,0,0,4.817708333333333,[#-----------------------]   4.82%
1773923512.1538439,4,0,1,12,0,0,4.817708333333333,[#-----------------------]   4.82%
1773923527.1702468,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773923542.1864944,4,0,1,12,0,0,5.078125,[#-----------------------]   5.08%
1773923557.2026198,4,0,1,12,0,0,5.46875,[#-----------------------]   5.47%
1773923572.2089815,4,0,1,12,0,0,5.46875,[#-----------------------]   5.47%
1773923587.221545,4,0,1,12,0,0,5.598958333333333,[#-----------------------]   5.60%
1773923602.2378318,4,0,1,12,0,0,5.598958333333333,[#-----------------------]   5.60%
1773923617.2540298,4,0,1,12,0,0,5.729166666666667,[#-----------------------]   5.73%
1773923632.2558718,4,0,1,12,0,0,5.859375,[#-----------------------]   5.86%
1773923647.2605844,4,0,1,12,0,0,6.25,[##----------------------]   6.25%
1773923662.2769716,4,0,1,12,0,0,6.25,[##----------------------]   6.25%
1773923677.293223,4,0,1,12,0,0,6.380208333333333,[##----------------------]   6.38%
1773923692.297455,4,0,1,12,0,0,6.380208333333333,[##----------------------]   6.38%
1773923707.3139234,4,0,1,12,0,0,6.510416666666667,[##----------------------]   6.51%
1773923722.3302078,4,0,1,12,0,0,6.640625,[##----------------------]   6.64%
1773923737.3467963,4,0,1,12,0,0,7.03125,[##----------------------]   7.03%
1773923752.363219,4,0,1,12,0,0,7.03125,[##----------------------]   7.03%
1773923767.365552,4,0,1,12,0,0,7.161458333333333,[##----------------------]   7.16%
1773923782.3817306,4,0,1,12,0,0,7.161458333333333,[##----------------------]   7.16%
1773923797.3981454,4,0,1,12,0,0,7.291666666666667,[##----------------------]   7.29%
1773923812.4146264,4,0,1,12,0,0,7.421875,[##----------------------]   7.42%
1773923827.4310136,4,0,1,12,0,0,7.8125,[##----------------------]   7.81%
1773923842.4477167,4,0,1,12,0,0,7.942708333333333,[##----------------------]   7.94%
1773923857.4645214,4,0,1,12,0,0,8.072916666666666,[##----------------------]   8.07%
1773923872.4696844,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923887.4861004,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923902.5023513,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923917.5184147,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923932.533877,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923947.550153,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923962.5665946,4,0,1,12,0,0,4.166666666666667,[#-----------------------]   4.17%
1773923977.5847526,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773923992.5898037,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773924007.606205,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773924022.6226642,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773924037.6389134,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773924052.655102,4,0,1,12,0,0,4.557291666666667,[#-----------------------]   4.56%
1773924067.671409,4,0,1,12,0,0,4.6875,[#-----------------------]   4.69%
1773924082.6875868,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773924097.7038913,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773924112.7202647,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773924127.7366753,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773924142.7384064,4,0,1,12,0,0,4.947916666666667,[#-----------------------]   4.95%
1773924157.7538903,4,0,1,12,0,0,5.078125,[#-----------------------]   5.08%
1773924172.7702975,4,0,1,12,0,0,5.338541666666667,[#-----------------------]   5.34%
1773924187.7867572,4,0,1,12,0,0,5.338541666666667,[#-----------------------]   5.34%
1773924202.8031611,4,0,1,12,0,0,5.338541666666667,[#-----------------------]   5.34%
1773924217.819611,4,0,1,12,0,0,5.338541666666667,[#-----------------------]   5.34%
1773924232.836064,4,0,1,12,0,0,5.403645833333333,[#-----------------------]   5.40%
1773924247.852319,4,0,1,12,0,0,5.46875,[#-----------------------]   5.47%
1773924262.8686,4,0,1,12,0,0,5.729166666666667,[#-----------------------]   5.73%
1773924277.8847938,4,0,1,12,0,0,5.729166666666667,[#-----------------------]   5.73%
1773924292.9011497,4,0,1,12,0,0,5.729166666666667,[#-----------------------]   5.73%
1773924307.9176064,4,0,1,12,0,0,5.729166666666667,[#-----------------------]   5.73%
1773924322.9340057,4,0,1,12,0,0,5.859375,[#-----------------------]   5.86%
1773924337.9504864,4,0,1,12,0,0,5.859375,[#-----------------------]   5.86%
1773924352.9528828,4,0,1,12,0,0,6.119791666666667,[#-----------------------]   6.12%
1773924367.9688635,4,0,1,12,0,0,6.119791666666667,[#-----------------------]   6.12%
1773924382.9848902,4,0,1,12,0,0,6.119791666666667,[#-----------------------]   6.12%
1773924397.989873,4,0,1,12,0,0,6.119791666666667,[#-----------------------]   6.12%
1773924413.0061529,4,0,1,12,0,0,6.25,[##----------------------]   6.25%
1773924428.0222313,4,0,1,12,0,0,6.25,[##----------------------]   6.25%
1773924443.0385985,4,0,1,12,0,0,6.510416666666667,[##----------------------]   6.51%
1773924458.0539107,4,0,1,12,0,0,6.510416666666667,[##----------------------]   6.51%
1773924473.0611806,4,0,1,12,0,0,6.510416666666667,[##----------------------]   6.51%
1773924488.077462,4,0,1,12,0,0,6.510416666666667,[##----------------------]   6.51%
1773924503.0936868,4,0,1,12,0,0,6.640625,[##----------------------]   6.64%
1773924518.1097872,4,0,1,12,0,0,6.705729166666667,[##----------------------]   6.71%
1773924533.1260138,4,0,1,12,0,0,6.901041666666667,[##----------------------]   6.90%
1773924548.1418297,4,0,1,12,0,0,6.901041666666667,[##----------------------]   6.90%
1773924563.1581557,4,0,1,12,0,0,6.901041666666667,[##----------------------]   6.90%
1773924578.1617253,4,0,1,12,0,0,6.966145833333333,[##----------------------]   6.97%
1773924593.1708505,4,0,1,12,0,0,7.03125,[##----------------------]   7.03%
1773924608.187107,4,0,1,12,0,0,7.096354166666667,[##----------------------]   7.10%
1773924623.191557,4,0,1,12,0,0,7.291666666666667,[##----------------------]   7.29%
1773924638.207963,4,0,1,12,0,0,7.291666666666667,[##----------------------]   7.29%
1773924653.2155666,4,0,1,12,0,0,7.291666666666667,[##----------------------]   7.29%
1773924668.2264347,4,0,1,12,0,0,7.356770833333333,[##----------------------]   7.36%
1773924683.2428684,4,0,1,12,0,0,7.421875,[##----------------------]   7.42%
1773924698.259088,4,0,1,12,0,0,7.486979166666667,[##----------------------]   7.49%
1773924713.2617579,4,0,1,12,0,0,7.682291666666667,[##----------------------]   7.68%
1773924728.2777064,4,0,1,12,0,0,7.682291666666667,[##----------------------]   7.68%
1773924743.2938027,4,0,1,12,0,0,7.682291666666667,[##----------------------]   7.68%
1773924758.297742,4,0,1,12,0,0,7.8125,[##----------------------]   7.81%
1773924773.3139856,4,0,1,12,0,0,7.8125,[##----------------------]   7.81%
1773924788.3304346,4,0,1,12,0,0,7.877604166666667,[##----------------------]   7.88%
1773924803.3468232,4,0,1,12,0,0,8.072916666666666,[##----------------------]   8.07%
1773924818.3628485,4,0,1,12,0,0,8.072916666666666,[##----------------------]   8.07%
1773924833.3790603,4,0,1,12,0,0,8.203125,[##----------------------]   8.20%
1773924848.3955154,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924863.4118726,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924878.4282842,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924893.443825,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924908.4601235,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924923.4765406,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924938.4929297,4,0,1,12,0,0,5.555555555555556,[#-----------------------]   5.56%
1773924953.5087607,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773924968.5249674,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773924983.5337305,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773924998.5501716,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773925013.5657349,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773925028.581745,4,0,1,12,0,0,5.815972222222222,[#-----------------------]   5.82%
1773925043.5978935,4,0,1,12,0,0,6.076388888888889,[#-----------------------]   6.08%
1773925058.61375,4,0,1,12,0,0,6.076388888888889,[#-----------------------]   6.08%
1773925073.6299622,4,0,1,12,0,0,6.076388888888889,[#-----------------------]   6.08%
1773925088.6464026,4,0,1,12,0,0,6.076388888888889,[#-----------------------]   6.08%
1773925103.6628835,4,0,1,12,0,0,6.076388888888889,[#-----------------------]   6.08%
1773925118.6791031,4,0,1,12,0,0,6.119791666666667,[#-----------------------]   6.12%
1773925133.6951663,4,0,1,12,0,0,6.336805555555556,[##----------------------]   6.34%
1773925148.7115324,4,0,1,12,0,0,6.336805555555556,[##----------------------]   6.34%
1773925163.7275214,4,0,1,12,0,0,6.336805555555556,[##----------------------]   6.34%
1773925178.7428906,4,0,1,12,0,0,6.336805555555556,[##----------------------]   6.34%
1773925193.7591891,4,0,1,12,0,0,6.336805555555556,[##----------------------]   6.34%
1773925208.7754195,4,0,1,12,0,0,6.423611111111111,[##----------------------]   6.42%
1773925223.791602,4,0,1,12,0,0,6.597222222222222,[##----------------------]   6.60%
1773925238.8068933,4,0,1,12,0,0,6.597222222222222,[##----------------------]   6.60%
1773925253.823173,4,0,1,12,0,0,6.597222222222222,[##----------------------]   6.60%
1773925268.8393753,4,0,1,12,0,0,6.597222222222222,[##----------------------]   6.60%
1773925283.8557136,4,0,1,12,0,0,6.597222222222222,[##----------------------]   6.60%
1773925298.8716896,4,0,1,12,0,0,6.684027777777778,[##----------------------]   6.68%
1773925313.8880584,4,0,1,12,0,0,6.857638888888889,[##----------------------]   6.86%
1773925328.8934166,4,0,1,12,0,0,6.857638888888889,[##----------------------]   6.86%
1773925343.9100814,4,0,1,12,0,0,6.857638888888889,[##----------------------]   6.86%
1773925358.9264467,4,0,1,12,0,0,6.857638888888889,[##----------------------]   6.86%
1773925373.9425483,4,0,1,12,0,0,6.901041666666667,[##----------------------]   6.90%
1773925388.957731,4,0,1,12,0,0,6.944444444444444,[##----------------------]   6.94%
1773925403.9736714,4,0,1,12,0,0,7.118055555555556,[##----------------------]   7.12%
1773925418.9895985,4,0,1,12,0,0,7.118055555555556,[##----------------------]   7.12%
1773925434.0055718,4,0,1,12,0,0,7.118055555555556,[##----------------------]   7.12%
1773925449.0215068,4,0,1,12,0,0,7.118055555555556,[##----------------------]   7.12%
1773925464.029711,4,0,1,12,0,0,7.161458333333333,[##----------------------]   7.16%
1773925479.045575,4,0,1,12,0,0,7.248263888888889,[##----------------------]   7.25%
1773925494.0616632,4,0,1,12,0,0,7.378472222222222,[##----------------------]   7.38%
1773925509.0778668,4,0,1,12,0,0,7.378472222222222,[##----------------------]   7.38%
1773925524.0938747,4,0,1,12,0,0,7.378472222222222,[##----------------------]   7.38%
1773925539.110119,4,0,1,12,0,0,7.378472222222222,[##----------------------]   7.38%
1773925554.1261027,4,0,1,12,0,0,7.465277777777778,[##----------------------]   7.47%
1773925569.1422582,4,0,1,12,0,0,7.508680555555556,[##----------------------]   7.51%
1773925584.1585283,4,0,1,12,0,0,7.552083333333333,[##----------------------]   7.55%
1773925599.174433,4,0,1,12,0,0,7.638888888888889,[##----------------------]   7.64%
1773925614.1903942,4,0,1,12,0,0,7.638888888888889,[##----------------------]   7.64%
1773925629.2065597,4,0,1,12,0,0,7.638888888888889,[##----------------------]   7.64%
1773925644.2125022,4,0,1,12,0,0,7.725694444444444,[##----------------------]   7.73%
1773925659.2276974,4,0,1,12,0,0,7.769097222222222,[##----------------------]   7.77%
1773925674.2439878,4,0,1,12,0,0,7.8125,[##----------------------]   7.81%
1773925689.2457108,4,0,1,12,0,0,7.899305555555556,[##----------------------]   7.90%
1773925704.2620864,4,0,1,12,0,0,7.899305555555556,[##----------------------]   7.90%
1773925719.264744,4,0,1,12,0,0,7.899305555555556,[##----------------------]   7.90%
1773925734.2810726,4,0,1,12,0,0,7.986111111111111,[##----------------------]   7.99%
1773925749.2827501,4,0,1,12,0,0,8.02951388888889,[##----------------------]   8.03%
1773925764.2904634,4,0,1,12,0,0,8.072916666666666,[##----------------------]   8.07%
1773925779.3064494,4,0,1,12,0,0,8.159722222222223,[##----------------------]   8.16%
1773925794.3224432,4,0,1,12,0,0,8.159722222222223,[##----------------------]   8.16%
1773925809.3385353,4,0,1,12,0,0,8.333333333333334,[##----------------------]   8.33%
1773925824.3545518,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925839.3705068,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925854.3907764,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925869.4067369,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925884.422841,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925899.4389033,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925914.4553769,4,0,1,12,0,0,6.504065040650406,[##----------------------]   6.50%
1773925929.4716442,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773925944.4878247,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773925959.5040395,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773925974.520488,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773925989.5267227,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773926004.5428977,4,0,1,12,0,0,6.7073170731707314,[##----------------------]   6.71%
1773926019.5588145,4,0,1,12,0,0,6.9105691056910565,[##----------------------]   6.91%
1773926034.5747476,4,0,1,12,0,0,6.9105691056910565,[##----------------------]   6.91%
1773926049.5909162,4,0,1,12,0,0,6.9105691056910565,[##----------------------]   6.91%
1773926064.593538,4,0,1,12,0,0,6.9105691056910565,[##----------------------]   6.91%
1773926079.6094942,4,0,1,12,0,0,6.9105691056910565,[##----------------------]   6.91%
1773926094.625773,4,0,1,12,0,0,6.944444444444444,[##----------------------]   6.94%
1773926109.6420188,4,0,1,12,0,0,7.113821138211382,[##----------------------]   7.11%
1773926124.6444092,4,0,1,12,0,0,7.113821138211382,[##----------------------]   7.11%
1773926139.6624596,4,0,1,12,0,0,7.113821138211382,[##----------------------]   7.11%
1773926154.679592,4,0,1,12,0,0,7.113821138211382,[##----------------------]   7.11%
1773926169.695813,4,0,1,12,0,0,7.147696476964769,[##----------------------]   7.15%
1773926184.7259738,4,0,1,12,0,0,7.147696476964769,[##----------------------]   7.15%
1773926199.742404,4,0,1,12,0,0,7.317073170731708,[##----------------------]   7.32%
1773926214.7588246,4,0,1,12,0,0,7.317073170731708,[##----------------------]   7.32%
1773926229.77505,4,0,1,12,0,0,7.317073170731708,[##----------------------]   7.32%
1773926244.791456,4,0,1,12,0,0,7.317073170731708,[##----------------------]   7.32%
1773926259.80777,4,0,1,12,0,0,7.350948509485096,[##----------------------]   7.35%
1773926274.8238928,4,0,1,12,0,0,7.350948509485096,[##----------------------]   7.35%
1773926289.8397467,4,0,1,12,0,0,7.41869918699187,[##----------------------]   7.42%
1773926304.85588,4,0,1,12,0,0,7.520325203252033,[##----------------------]   7.52%
1773926319.8721027,4,0,1,12,0,0,7.520325203252033,[##----------------------]   7.52%
1773926334.8883414,4,0,1,12,0,0,7.554200542005421,[##----------------------]   7.55%
1773926349.9036908,4,0,1,12,0,0,7.554200542005421,[##----------------------]   7.55%
1773926364.918034,4,0,1,12,0,0,7.554200542005421,[##----------------------]   7.55%
1773926379.9342322,4,0,1,12,0,0,7.621951219512195,[##----------------------]   7.62%
1773926394.9508739,4,0,1,12,0,0,7.723577235772358,[##----------------------]   7.72%
1773926409.9672778,4,0,1,12,0,0,7.723577235772358,[##----------------------]   7.72%
1773926424.9836965,4,0,1,12,0,0,7.757452574525746,[##----------------------]   7.76%
1773926439.9998126,4,0,1,12,0,0,7.757452574525746,[##----------------------]   7.76%
1773926455.0162058,4,0,1,12,0,0,7.757452574525746,[##----------------------]   7.76%
1773926470.0325015,4,0,1,12,0,0,7.791327913279133,[##----------------------]   7.79%
1773926485.048644,4,0,1,12,0,0,7.926829268292683,[##----------------------]   7.93%
1773926500.0647402,4,0,1,12,0,0,7.926829268292683,[##----------------------]   7.93%
1773926515.0807664,4,0,1,12,0,0,7.960704607046071,[##----------------------]   7.96%
1773926530.0968451,4,0,1,12,0,0,7.960704607046071,[##----------------------]   7.96%
1773926545.1128194,4,0,1,12,0,0,7.994579945799458,[##----------------------]   7.99%
1773926560.1288462,4,0,1,12,0,0,8.028455284552846,[##----------------------]   8.03%
1773926575.1448095,4,0,1,12,0,0,8.130081300813009,[##----------------------]   8.13%
1773926590.160838,4,0,1,12,0,0,8.163956639566395,[##----------------------]   8.16%
1773926605.1631546,4,0,1,12,0,0,8.163956639566395,[##----------------------]   8.16%
1773926620.1797712,4,0,1,12,0,0,8.197831978319783,[##----------------------]   8.20%
1773926635.1963623,4,0,1,12,0,0,8.197831978319783,[##----------------------]   8.20%
1773926650.212649,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926665.2278836,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926680.2440212,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926695.260154,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926710.279772,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926725.2960844,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926740.3117702,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926755.328122,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926770.3445823,4,0,1,12,0,0,7.1678321678321675,[##----------------------]   7.17%
1773926785.360832,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926800.3768713,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926815.393738,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926830.409728,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926845.42625,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926860.4418197,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926875.4579496,4,0,1,12,0,0,7.3426573426573425,[##----------------------]   7.34%
1773926890.4767725,4,0,1,12,0,0,7.400932400932401,[##----------------------]   7.40%
1773926905.4816978,4,0,1,12,0,0,7.43006993006993,[##----------------------]   7.43%
1773926920.4989417,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773926935.5187452,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773926950.533705,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773926965.549847,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773926980.5686293,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773926995.583983,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773927010.6017249,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773927025.6176813,4,0,1,12,0,0,7.5174825174825175,[##----------------------]   7.52%
1773927040.6336997,4,0,1,12,0,0,7.575757575757575,[##----------------------]   7.58%
1773927055.654785,4,0,1,12,0,0,7.604895104895104,[##----------------------]   7.60%
1773927070.6558077,4,0,1,12,0,0,7.634032634032635,[##----------------------]   7.63%
1773927085.6717303,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927100.688789,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927115.7048006,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927130.725747,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927145.7561383,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927160.7737377,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927175.7899163,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927190.809888,4,0,1,12,0,0,7.6923076923076925,[##----------------------]   7.69%
1773927205.8297515,4,0,1,12,0,0,7.808857808857809,[##----------------------]   7.81%
1773927220.8457708,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927235.861787,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927250.878709,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927265.9017265,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927280.916801,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927295.9198093,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927310.9387302,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927325.9547276,4,0,1,12,0,0,7.867132867132867,[##----------------------]   7.87%
1773927340.970865,4,0,1,12,0,0,7.925407925407925,[##----------------------]   7.93%
1773927355.9877095,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927371.0047596,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927386.0209618,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927401.0368714,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927416.0534792,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927431.068715,4,0,1,12,0,0,8.041958041958042,[##----------------------]   8.04%
1773927446.0839083,4,0,1,12,0,0,8.1002331002331,[##----------------------]   8.10%
1773927461.0999887,4,0,1,12,0,0,8.187645687645688,[##----------------------]   8.19%
1773927476.1159275,4,0,1,12,0,0,8.216783216783217,[##----------------------]   8.22%
1773927491.1320002,4,0,1,12,0,0,8.216783216783217,[##----------------------]   8.22%
1773927506.148062,4,0,1,12,0,0,8.216783216783217,[##----------------------]   8.22%
1773927521.1643083,4,0,1,12,0,0,8.216783216783217,[##----------------------]   8.22%
1773927536.1807208,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927551.196213,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927566.2134707,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927581.2288785,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927596.2462137,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927611.2627316,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927626.2778125,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927641.2939343,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927656.2971132,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927671.3137534,4,0,1,12,0,0,7.355967078189301,[##----------------------]   7.36%
1773927686.3300147,4,0,1,12,0,0,7.433127572016461,[##----------------------]   7.43%
1773927701.346447,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927716.3626778,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927731.3788688,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927746.3957238,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927761.4127738,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927776.431791,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927791.4487147,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927806.4657826,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927821.4837193,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927836.5017178,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927851.5207257,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927866.5357273,4,0,1,12,0,0,7.510288065843621,[##----------------------]   7.51%
1773927881.5548196,4,0,1,12,0,0,7.536008230452675,[##----------------------]   7.54%
