method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6816233810656528,0.02093275869858191,0.6816233810656528,0.6816233810656528,0.001,1.0,2e-05,0.025761370357300944
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.680875193138498,0.011493844543527365,0.680875193138498,0.680875193138498,0.0003739085202872783,1.2363744014086087,2e-05,0.03802613486924597
ours,local_var_topk_026,local_var_topk,2,0.6804423345833055,0.003095308904298044,0.6804423345833055,0.6804423345833055,0.00027088063293043466,1.536374401409,4e-05,0.048026134869
ours,local_var_topk_019,local_var_topk,2,0.6799644766442424,0.0006339659003022913,0.6799644766442424,0.6799644766442424,0.00027088063293043466,0.936374401409,4e-05,0.038026134869
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.679908540597447,0.02373994203113361,0.679908540597447,0.679908540597447,0.00034819237895551436,1.2363744014086087,2e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.679193612285286,0.00529667887636559,0.679193612285286,0.679193612285286,0.0002085502774794116,1.2363744014086087,2e-05,0.03802613486924597
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6789099207633045,0.00932000781478648,0.6789099207633045,0.6789099207633045,0.001,0.8112607949285354,2e-05,0.03802613486924597
ours,local_var_topk_001,local_var_topk,2,0.6781039092075827,0.008881603869550003,0.6781039092075827,0.6781039092075827,0.00027088063293043466,0.936374401409,1e-05,0.038026134869
ours,local_var_topk_003,local_var_topk,2,0.67801089879252,0.015814314200793156,0.67801089879252,0.67801089879252,0.00027088063293043466,1.236374401409,1e-05,0.028026134869
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.6773074387768012,0.016275261669451868,0.6773074387768012,0.6773074387768012,0.001,1.0,2e-05,0.022941220984173272
ours,local_var_topk_015,local_var_topk,2,0.6764020951744802,0.01334285036509536,0.6764020951744802,0.6764020951744802,0.00027088063293043466,1.536374401409,2e-05,0.028026134869
ours,local_var_topk_011,local_var_topk,2,0.6759108813572029,0.007433504863191054,0.6759108813572029,0.6759108813572029,0.00027088063293043466,0.936374401409,2e-05,0.048026134869
ours,local_var_topk_024,local_var_topk,2,0.67576903842405,0.015527270277028382,0.67576903842405,0.67576903842405,0.00027088063293043466,1.536374401409,4e-05,0.028026134869
ours,local_var_topk_018,local_var_topk,2,0.675719291100412,0.002598884795763312,0.675719291100412,0.675719291100412,0.00027088063293043466,0.936374401409,4e-05,0.028026134869
ours,coord_01_train_lr_000,coord:train.lr,2,0.6755547717354573,0.005800535956716202,0.6755547717354573,0.6755547717354573,0.001,1.0,2.166929842602531e-05,0.01
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6748084021080467,0.005988311460233653,0.6748084021080467,0.6748084021080467,0.001,1.7645117906944783,2e-05,0.03802613486924597
ours,local_var_topk_005,local_var_topk,2,0.6745104851477092,0.010819343001416848,0.6745104851477092,0.6745104851477092,0.00027088063293043466,1.236374401409,1e-05,0.048026134869
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.6743332532376538,0.018272171894626266,0.6743332532376538,0.6743332532376538,0.001,1.0,2e-05,0.041458676361109024
ours,local_var_topk_023,local_var_topk,2,0.6726685135728185,0.020576093406696916,0.6726685135728185,0.6726685135728185,0.00027088063293043466,1.236374401409,4e-05,0.048026134869
ours,local_var_topk_017,local_var_topk,2,0.6726402677143511,0.001117816027791374,0.6726402677143511,0.6726402677143511,0.00027088063293043466,1.536374401409,2e-05,0.048026134869
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.6726376279277086,0.013045207705030204,0.6726376279277086,0.6726376279277086,0.001,1.5160116774146188,2e-05,0.03802613486924597
ours,coord_01_train_lr_006,coord:train.lr,2,0.672464186734305,0.023181034017238034,0.672464186734305,0.672464186734305,0.001,1.0,4.2333466349297045e-05,0.01
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.670580112188472,0.022427261817268562,0.6717961397321105,0.6693640846448337,0.001,1.0,2e-05,0.0028208780978024373
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.6697624845817798,0.013346359711879974,0.6697624845817798,0.6697624845817798,0.001,0.6513832929507756,2e-05,0.03802613486924597
ours,local_var_topk_013,local_var_topk,2,0.6664906959722969,0.005565770271474535,0.6664906959722969,0.6664906959722969,0.00027088063293043466,1.236374401409,2e-05,0.038026134869
ours,local_var_topk_010,local_var_topk,2,0.6664000354904963,0.011053709961520441,0.6664000354904963,0.6664000354904963,0.00027088063293043466,0.936374401409,2e-05,0.038026134869
ours,local_var_topk_004,local_var_topk,2,0.6659323436285407,0.012153219980923169,0.6659323436285407,0.6659323436285407,0.00027088063293043466,1.236374401409,1e-05,0.038026134869
ours,coord_01_train_lr_007,coord:train.lr,2,0.6652066059061589,0.01520106786849329,0.6652066059061589,0.6652066059061589,0.001,1.0,8.287954980982074e-06,0.01
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6651875597112102,0.012736610708053708,0.6661814676605182,0.6641936517619025,0.001,1.991165740762003,2e-05,0.03802613486924597
ours,coord_01_train_lr_001,coord:train.lr,2,0.660581326433771,0.011890184400592141,0.660581326433771,0.660581326433771,0.001,1.0,6.093904653635503e-06,0.01
ours,local_var_topk_025,local_var_topk,2,0.6595318931811169,0.013008172926492922,0.6595318931811169,0.6595318931811169,0.00027088063293043466,1.536374401409,4e-05,0.038026134869
ours,local_var_topk_022,local_var_topk,2,0.6583523991817549,0.013363623662016932,0.6583523991817549,0.6583523991817549,0.00027088063293043466,1.236374401409,4e-05,0.038026134869
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.655776480671174,0.0241041972398357,0.655776480671174,0.655776480671174,0.001,1.0,2e-05,0.0011293853537124698
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.6550761496580477,0.009469177675835327,0.6597047150780293,0.6504475842380661,0.001,1.0736942906332496,2e-05,0.03802613486924597
ours,local_var_topk_021,local_var_topk,2,0.6398253570886192,0.011168241636618614,0.6421938664174187,0.6374568477598196,0.00027088063293043466,1.236374401409,4e-05,0.028026134869
ours,coord_01_train_lr_003,coord:train.lr,2,0.6370518363379564,0.021044208030412515,0.6370518363379564,0.6370518363379564,0.001,1.0,5.7311085087922365e-05,0.01
ours,coord_01_train_lr_002,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.0030628992009764716,0.01
ours,coord_01_train_lr_004,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.00021585440778054102,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.00033486107247024106,0.01
