method,lr,n,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,2.477980741884182e-06,2,0.6175819973439589,0.00037099960199882265,0.6168697088184405,0.0005424895872788715,0.6172258530811997,0.0004567445946388471
ours,3.0701942785744396e-06,2,0.6227248729469417,0.009198977768285321,0.6227248729469417,0.009198977768285321,0.6227248729469417,0.009198977768285321
ours,3.8039411480752295e-06,2,0.6477506116443621,0.00167601142654622,0.6477506116443621,0.00167601142654622,0.6477506116443621,0.00167601142654622
ours,4.713046454095611e-06,2,0.6413970665435267,0.017164123218804284,0.6413970665435267,0.017164123218804284,0.6413970665435267,0.017164123218804284
ours,5.839419174427227e-06,2,0.6375162691167777,0.0007768565473823541,0.6375162691167777,0.0007768565473823541,0.6375162691167777,0.0007768565473823541
ours,7.234984129009947e-06,2,0.6257826847212125,0.005890444233646097,0.6257826847212125,0.005890444233646097,0.6257826847212125,0.005890444233646097
ours,8.964075669762173e-06,2,0.6359099723770012,0.022664706171923565,0.6355832142983264,0.02299146425059828,0.6357465933376638,0.02282808521126095
ours,1.1106403439231605e-05,2,0.655916598623232,0.008164035770746314,0.655916598623232,0.008164035770746314,0.655916598623232,0.008164035770746314
ours,1.376072691700608e-05,2,0.6660808277389085,0.0023958898688817287,0.6660808277389085,0.0023958898688817287,0.6660808277389085,0.0023958898688817287
ours,1.704940814733421e-05,2,0.6568723088456826,0.007958268148842818,0.6536541459394635,0.011176431055061942,0.655263227392573,0.00956734960195238
ours,2.1124052524808717e-05,2,0.6734309721837355,0.02039358192335644,0.6675326085901616,0.026291945516930315,0.6704817903869484,0.023342763720143378
ours,2.617249767351296e-05,2,0.6705896681595614,0.000826377643991627,0.6670882364931209,0.0026750540224489416,0.6688389523263412,0.0009243381892286573
ours,3.242747260098683e-05,2,0.6833166168526061,0.0032596317345213177,0.6833166168526061,0.0032596317345213177,0.6833166168526061,0.0032596317345213177
ours,4.017732630661116e-05,2,0.685596530021243,0.006631887767504174,0.685596530021243,0.006631887767504174,0.685596530021243,0.006631887767504174
ours,4.977932042408958e-05,2,0.6814865122992962,0.006259423345493786,0.6717860273839222,0.003441061569880277,0.6766362698416093,0.0014091808878067824
ours,6.167609867748794e-05,2,0.6617818835834353,0.0076861778316831275,0.6582047450417992,0.011263316373319232,0.6599933143126172,0.00947474710250118
ours,7.641609237868178e-05,2,0.6597473192832323,0.022891020863719858,0.6597473192832323,0.022891020863719858,0.6597473192832323,0.022891020863719858
ours,9.4678802642208e-05,2,0.6545212402068864,0.017570599460679293,0.6441134564858984,0.007162815739691297,0.6493173483463924,0.012366707600185323
ours,0.00011730612480602229,2,0.6632450691047788,0.007880054395384195,0.6431967082134868,0.012168306495907777,0.6532208886591327,0.0021441260502618187
ours,0.00014534115908719275,2,0.6296489513031163,0.009392032845087883,0.6272406147058925,0.006983696247864102,0.6284447830045045,0.00818786454647602
ours,0.0001800762966105944,2,0.6173040081570228,0.0012963798494789458,0.6160076283075439,0.0,0.6166558182322833,0.0006481899247394729
ours,0.00022311279753543852,2,0.6242503401832389,0.008242711875695086,0.6242503401832389,0.008242711875695086,0.6242503401832389,0.008242711875695086
ours,0.00027643460778036053,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.0003424998172350203,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.00042435397560361605,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.0005257704896438752,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.0006514245739942696,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.0008071087745739543,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
ours,0.001,2,0.6160076283075439,0.0,0.6160076283075439,0.0,0.6160076283075439,0.0
