action,source,destination,manifest_key,score,acc_adv,ent_adv,removed_final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_mrpc_ffn_e4_k2,,5799dd24fba1,1.0,0.008578431372549156,-0.12105028044943716,runs_server/server2/single_gpu/single_task/roberta_mrpc_ffn_e4_k2/final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_mrpc_lora_e4_k2,,6a6003269e6a,1.0,-0.004411764705882226,-0.01642436922765239,runs_server/server2/single_gpu/single_task/roberta_mrpc_lora_e4_k2/final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_rte_ffn_e4_k2,,cde1b0288afa,1.0,-0.05667870036101075,0.06650060144142123,runs_server/server2/single_gpu/single_task/roberta_rte_ffn_e4_k2/final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_rte_lora_e4_k2,,ad59bb4f23d0,1.0,0.02924187725631766,0.011687100407018647,runs_server/server2/single_gpu/single_task/roberta_rte_lora_e4_k2/final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_sst2_ffn_e4_k2,,a000713305d4,1.0,0.003325688073394506,0.013102682262932569,runs_server/server2/single_gpu/single_task/roberta_sst2_ffn_e4_k2/final
remove_duplicate_final,runs_server/server2/single_gpu/single_task/roberta_sst2_lora_e4_k2,,0f609d336be9,1.0,0.008256880733944927,-0.003469271506738203,runs_server/server2/single_gpu/single_task/roberta_sst2_lora_e4_k2/final
remove_incomplete_final,runs/mrpc_deberta_coord48_s23_final235_gpu12/single_task/deberta_mrpc_lora_e4_k2,,,,,,runs/mrpc_deberta_coord48_s23_final235_gpu12/single_task/deberta_mrpc_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/ffn_generalization/multi_glue3_deberta_ffn_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/ffn_generalization/multi_glue3_deberta_ffn_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/ffn_generalization/multi_glue3_deberta_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/ffn_generalization/multi_glue3_deberta_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/multi_dataset_real/deberta_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/multi_dataset_real/deberta_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/rank/multi_glue3_deberta_r16_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/rank/multi_glue3_deberta_r16_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/rank/single_mrpc_deberta_r16_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/appendix/rank/single_mrpc_deberta_r16_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_deberta_ffn_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_deberta_ffn_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_deberta_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_deberta_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_gpt2_ffn_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_gpt2_ffn_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_gpt2_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/multi_task/glue3_gpt2_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/single_task/deberta_mrpc_ffn_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/single_task/deberta_mrpc_ffn_e4_k2/final
remove_incomplete_final,runs/paper_suite_smoke_min_v2/multi_gpu/single_task/deberta_mrpc_lora_e4_k2,,,,,,runs/paper_suite_smoke_min_v2/multi_gpu/single_task/deberta_mrpc_lora_e4_k2/final
remove_incomplete_final,runs/paper_suite_supplement_pull/1p95p193p128/appendix/more_expert/glue4_roberta_lora_e6_k3,,,,,,runs/paper_suite_supplement_pull/1p95p193p128/appendix/more_expert/glue4_roberta_lora_e6_k3/final
remove_incomplete_final,runs/paper_suite_supplement_pull/1p95p193p128/single_task_add_rerun/rerun/roberta_rte_ffn_e4_k2_ours_lr_centered_failed_20260322_214706,,,,,,runs/paper_suite_supplement_pull/1p95p193p128/single_task_add_rerun/rerun/roberta_rte_ffn_e4_k2_ours_lr_centered_failed_20260322_214706/final
remove_incomplete_final,runs/paper_suite_supplement_pull/1p95p193p128/single_task_add_rerun/single_task/roberta_cola_ffn_e4_k2,,,,,,runs/paper_suite_supplement_pull/1p95p193p128/single_task_add_rerun/single_task/roberta_cola_ffn_e4_k2/final
remove_incomplete_final,runs_server/_inspect/server2/deberta_sst2_lora_e4_k2,,,,,,runs_server/_inspect/server2/deberta_sst2_lora_e4_k2/final
remove_incomplete_final,runs_server/_inspect/server2/deberta_sst2_lora_e4_k2_supplement_failed_env_20260331_165010,,,,,,runs_server/_inspect/server2/deberta_sst2_lora_e4_k2_supplement_failed_env_20260331_165010/final
remove_incomplete_final,runs_server/_inspect/server2/glue3_deberta_ffn_e4_k2,,,,,,runs_server/_inspect/server2/glue3_deberta_ffn_e4_k2/final
remove_incomplete_final,runs_server/paper_suite/single_gpu/multi_task/glue3_deberta_lora_e4_k2,,,,,,runs_server/paper_suite/single_gpu/multi_task/glue3_deberta_lora_e4_k2/final
remove_incomplete_final,runs_server/paper_suite/single_gpu/single_task/deberta_sst2_lora_e4_k2,,,,,,runs_server/paper_suite/single_gpu/single_task/deberta_sst2_lora_e4_k2/final
